atoms,coordinates,charge,total_energy,forces,patience,pred_energy,pred_forces,type
"[83, 83]","[[-0.011574711619650787, -0.06406657334608748, 1.477826302871033], [-0.0686946544802594, 0.1117743323174642, -1.4823999770521723]]",-2,-11684.7626953125,"[[-0.016494088387997364, 0.04518350172110464, -0.7113994401545131], [0.01649305994616581, -0.045181825360919206, 0.7113994401545131]]","[0, 0]",-11684.738557041906,"[[-0.01373441783728727, 0.04228072281451333, -0.7117826556759725], [0.01373441783728727, -0.04228072281451333, 0.7117826556759725]]",train
"[83, 83]","[[-0.32079181170963955, -0.12985452134623224, 1.4866516671913672], [-0.2099736163037935, -0.06911529305330949, -1.463039079499428]]",-2,-11684.7705078125,"[[0.027341959129819928, 0.01558397393137037, -0.637253412087513], [-0.027342787025494333, -0.01558225643351167, 0.637253412087513]]","[0, 0]",-11684.74773565834,"[[0.023880198328477025, 0.013088688302869812, -0.6356284704030991], [-0.023880198328477025, -0.013088688302869812, 0.6356284704030991]]",train
"[83, 83]","[[-0.04277788010169604, 0.010353024129999536, 1.5674023989527832], [0.054501226405159836, -0.02884337673078717, -1.520021204160935]]",-2,-11684.65625,"[[0.04265080944462139, -0.017725302953273007, -1.254633728442939], [-0.04265193558842695, 0.01772303523903443, 1.254633728442939]]","[0, 0]",-11684.614721040618,"[[0.03943357747551893, -0.015888862116516227, -1.2515344992868564], [-0.03943357747551893, 0.015888862116516227, 1.2515344992868564]]",train
"[83, 83]","[[0.0377407262009669, 0.07766253965321536, 1.3738900045416829], [-0.11659309765222173, 0.046052507896061176, -1.5381482746282091]]",-2,-11684.7841796875,"[[-0.0261944237341689, -0.005858842852640002, -0.4145301923887134], [0.026194238614639216, 0.005860308382249971, 0.4145300895445303]]","[0, 0]",-11684.76675536134,"[[-0.02184421352155162, -0.004474043770101518, -0.41216620158151174], [0.02184421352155162, 0.004474043770101518, 0.41216620158151174]]",train
"[83, 83]","[[-0.07470782549627551, -0.09288028684505091, 1.3109887939646765], [-0.004240404885867339, 0.1417907940097156, -1.5181169135495316]]",-2,-11684.7861328125,"[[-0.003085021590109044, -0.013441117673347871, 0.15814442603613083], [0.0030833262037497228, 0.013440176649071996, -0.15814447745822238]]","[0, 0]",-11684.7772589227,"[[-0.004045201371598949, -0.013471356974972022, 0.16240557961822918], [0.004045201371598949, 0.013471356974972022, -0.16240557961822918]]",train
"[83, 83]","[[0.10743650641433258, 0.02866687627074593, 1.3557540317524037], [0.16494202578993147, -0.08348394261500842, -1.330562199366893]]",-2,-11684.6318359375,"[[-0.0392791811706732, 0.07387457084556073, 1.8168797924295228], [0.03927743281955955, -0.07387246253980603, -1.8168797924295228]]","[0, 0]",-11684.638432565807,"[[-0.038886318424195834, 0.07583850214865293, 1.816537777341007], [0.038886318424195834, -0.07583850214865293, -1.816537777341007]]",train
"[83, 83]","[[-0.025856372777211634, 0.1145890862525238, 1.459076715466956], [-0.09121466756986223, -0.041801483613344924, -1.2963744212483992]]",-2,-11684.7353515625,"[[0.020907317406737087, 0.050057596093401574, 0.9238004463004353], [-0.020908150444620646, -0.05005722585434222, -0.9237999320795196]]","[0, 0]",-11684.735340248906,"[[0.02203928130405011, 0.05273601114455882, 0.9291576977994093], [-0.02203928130405011, -0.05273601114455882, -0.9291576977994093]]",train
"[83, 83]","[[-0.09838695747555176, 0.08491467941876599, 1.4765669735696179], [0.10605424981582359, -0.049078910072562126, -1.4320677302596923]]",-2,-11684.7841796875,"[[0.030718251387474235, -0.022595617801838972, -0.42846861310971057], [-0.03071827195631087, 0.02259720674446873, 0.4284684074213443]]","[0, 0]",-11684.765663657072,"[[0.03010120851757848, -0.019728747598075025, -0.4282572035325911], [-0.03010120851757848, 0.019728747598075025, 0.4282572035325911]]",train
"[83, 83]","[[-0.01221024337472597, 0.08280062656650283, 1.4291710134057447], [-0.03678192843952146, -0.07956492752156205, -1.3773779103679804]]",-2,-11684.775390625,"[[0.002506004725175264, 0.020267719147273624, 0.40959310595423365], [-0.00250861799586925, -0.020269482925014744, -0.4095927459995926]]","[0, 0]",-11684.769110178062,"[[0.003634344833237222, 0.024015138198279225, 0.415110585759472], [-0.003634344833237222, -0.024015138198279225, -0.415110585759472]]",train
"[83, 83]","[[0.001180176474263473, 0.1509458777302064, 1.523626180956918], [0.03248210911748374, -0.08672727969093667, -1.3632437691275123]]",-2,-11684.7890625,"[[0.0032299593832094222, -0.023425873750245584, -0.28102692410413305], [-0.003229880707409308, 0.023427478119502815, 0.2810268212599499]]","[0, 0]",-11684.773520524648,"[[0.0030252688884081823, -0.022970633058072832, -0.2790101794804841], [-0.0030252688884081823, 0.022970633058072832, 0.2790101794804841]]",train
"[83, 83]","[[-0.011764799687254824, -0.06712563252601818, 1.35343178682523], [0.013245553159839905, 0.13536204087540535, -1.3168859531996322]]",-2,-11684.609375,"[[-0.01892288232844759, -0.14859117844070854, 1.9722063906913714], [0.018920516912235008, 0.14859272110345587, -1.9722063906913714]]","[0, 0]",-11684.617239018711,"[[-0.01846267969339524, -0.14947670185731027, 1.9712325297880418], [0.01846267969339524, 0.14947670185731027, -1.9712325297880418]]",train
"[83, 83]","[[0.09337391345937836, 0.029597892005101756, 1.5059325950399334], [-0.07387583849019531, 0.0787490821023632, -1.2334357662111048]]",-2,-11684.7177734375,"[[0.06468153500164119, -0.0200628072545451, 1.1032136664782588], [-0.06468235775510643, 0.020063095218257936, -1.103213152257343]]","[0, 0]",-11684.719285701423,"[[0.06758987395532991, -0.019863244666754373, 1.107048351916245], [-0.06758987395532991, 0.019863244666754373, -1.107048351916245]]",train
"[83, 83]","[[-0.057551869602446015, 0.025787406925817914, 1.4666938909765161], [0.00767234528873238, -0.009860744452124058, -1.1994933160836487]]",-2,-11684.5849609375,"[[-0.051021914576760766, 0.027853907189150567, 2.1366876639168226], [0.05102013537239218, -0.027851413217709044, -2.136688178137738]]","[0, 0]",-11684.594870130668,"[[-0.05225244145237799, 0.028558457098628136, 2.135936648228369], [0.05225244145237799, -0.028558457098628136, -2.135936648228369]]",train
"[83, 83]","[[0.03510414919706169, 0.028942322755831598, 1.3120137568914152], [0.012346845433090151, -0.006281934135613541, -1.456327819007925]]",-2,-11684.7431640625,"[[0.00527829772314453, 0.008859311611788524, 0.8364317416051099], [-0.005279151329864722, -0.008858977368193268, -0.8364312273841942]]","[0, 0]",-11684.742437339097,"[[0.006935726226104667, 0.010735270085194334, 0.8437053646565277], [-0.006935726226104667, -0.010735270085194334, -0.8437053646565277]]",train
"[83, 83]","[[-0.09329759957656794, 0.21726278406669103, 1.4439542467341375], [0.13340821776577663, -0.0714457776858408, -1.4970595726554905]]",-2,-11684.763671875,"[[0.053360807274505456, -0.06545178651138563, -0.6943879838187328], [-0.053361064384963346, 0.06545363770668242, 0.694387469597817]]","[0, 0]",-11684.740084987072,"[[0.05363499682209325, -0.06830386169016874, -0.6957971732083639], [-0.05363499682209325, 0.06830386169016874, 0.6957971732083639]]",train
"[83, 83]","[[0.025704706402008073, -0.012952147969554887, 1.4700988688354593], [0.038083460631395734, -0.09768284074999056, -1.402501032905608]]",-2,-11684.791015625,"[[0.0006723957836927231, -0.007466487697102051, -0.11823219263825203], [-0.0006731352333696124, 0.007468143488450858, 0.11823214121616044]]","[0, 0]",-11684.778040501396,"[[0.00048292870259864315, -0.0033055736285317744, -0.11206789616513996], [-0.00048292870259864315, 0.0033055736285317744, 0.11206789616513996]]",train
"[83, 83]","[[0.04649260220062533, 0.12191760627804585, 1.4099296351258093], [-0.0402708383279516, -0.12234963602952807, -1.3635106060108169]]",-2,-11684.7587890625,"[[0.020951123886552247, 0.05860560350498703, 0.6579009245187623], [-0.020952409438841694, -0.058605294972437556, -0.6579004102978464]]","[0, 0]",-11684.755170124456,"[[0.020790418111067497, 0.058531774068355885, 0.6645769447132372], [-0.020790418111067497, -0.058531774068355885, -0.6645769447132372]]",train
"[83, 83]","[[-0.039689336219303206, 0.2400519185908241, 1.3824901782433912], [-0.04028622266286763, 0.2206671382332965, -1.3447677798084994]]",-2,-11684.6953125,"[[-0.0002672497116402324, 0.00841881969091445, 1.3165675239811183], [0.0002662109339682685, -0.00841847002069172, -1.3165675239811183]]","[0, 0]",-11684.697950171623,"[[0.00028881138659411456, 0.009379581919212421, 1.3196197718298188], [-0.00028881138659411456, -0.009379581919212421, -1.3196197718298188]]",train
"[83, 83]","[[-0.015849110571245256, -0.05754351780194777, 1.487137616836032], [-0.06860690015318521, -0.10790327537175348, -1.4880204038027895]]",-2,-11684.7568359375,"[[-0.01751267260459865, -0.015801936750941353, -0.7732195928703055], [0.01751223551682024, 0.015803150312302592, 0.7732195928703055]]","[0, 0]",-11684.731108565991,"[[-0.013608695341548486, -0.012990131005722204, -0.7674320591645486], [0.013608695341548486, 0.012990131005722204, 0.7674320591645486]]",train
"[83, 83]","[[-0.013745617453502607, 0.11976438750902552, 1.4667386281153871], [-0.03207372952967953, -0.02662449209100593, -1.4405104303112524]]",-2,-11684.7861328125,"[[-0.0036268973067379836, -0.02319478801290394, -0.37981616680634667], [0.003626835086007174, 0.023196351244487906, 0.37981601254007197]]","[0, 0]",-11684.76885237625,"[[-0.002376710180265539, -0.018983075778726616, -0.3769994642662232], [0.002376710180265539, 0.018983075778726616, 0.3769994642662232]]",train
"[83, 83]","[[0.0372101085714292, 0.16968516511028664, 1.6745852986903653], [-0.03532470349855235, -0.027288149355747023, -1.3548647108215053]]",-2,-11684.708984375,"[[-0.028879145424402026, -0.07073093269904118, -1.051160111615845], [0.02887738678887006, 0.0707297499909349, 1.051160111615845]]","[0, 0]",-11684.675474820358,"[[-0.025203556747454024, -0.0684420069095803, -1.0526382167316062], [0.025203556747454024, 0.0684420069095803, 1.0526382167316062]]",train
"[83, 83]","[[-0.0513368290387083, 0.0389920865239597, 1.411094483943085], [-0.010305778696736599, 0.03586975796359001, -1.4788840186553622]]",-2,-11684.7900390625,"[[0.005074130936522966, -0.0007368256075560908, -0.23990220920894037], [-0.005074431755758697, 0.000738382154268152, 0.23990210636475723]]","[0, 0]",-11684.775198607238,"[[0.0033140040102242903, -0.0002521848523024125, -0.23341835676276315], [-0.0033140040102242903, 0.0002521848523024125, 0.23341835676276315]]",train
"[83, 83]","[[0.03514278251624905, 0.05158182115561728, 1.36267533479352], [-0.10674765983396327, -0.07540963509434712, -1.292516879089885]]",-2,-11684.57421875,"[[0.11834696674665376, 0.10626015269919141, 2.2102181695476357], [-0.11834814945476003, -0.10625789012716197, -2.2102181695476357]]","[0, 0]",-11684.583530125226,"[[0.11807919815047713, 0.105680474862053, 2.209613010980042], [-0.11807919815047713, -0.105680474862053, -2.209613010980042]]",train
"[83, 83]","[[-0.14192526975507064, 0.020830057782330547, 1.362114419436368], [-0.03500133691665672, -0.17178129493348943, -1.531289984042137]]",-2,-11684.7880859375,"[[0.013675946938956384, -0.022972526306477052, -0.3151229075678258], [-0.01367597779221133, 0.022974079253642702, 0.31512270187945945]]","[0, 0]",-11684.77204174545,"[[0.011595778219629593, -0.02088848089838583, -0.31378639815970777], [-0.011595778219629593, 0.02088848089838583, 0.31378639815970777]]",train
"[83, 83]","[[-0.0703999086788204, 0.09395373767106252, 1.336911992242413], [-0.12509027925382618, 0.016823299639815183, -1.3152674090790373]]",-2,-11684.5546875,"[[0.04749468819590719, 0.06674335518554618, 2.3418618093123955], [-0.04749630799179189, -0.06674093834724201, -2.3418618093123955]]","[0, 0]",-11684.564973182749,"[[0.048235488843459774, 0.06802704651717388, 2.3391534666572533], [-0.048235488843459774, -0.06802704651717388, -2.3391534666572533]]",train
"[83, 83]","[[0.04929048151100551, -0.13984588185380575, 1.4019154115538204], [0.033649862817078185, -0.09611398696104854, -1.378114445476725]]",-2,-11684.75390625,"[[0.0029194835929016684, -0.009290861230937213, 0.711942457441575], [-0.002920805654876135, 0.009290912653028791, -0.711942457441575]]","[0, 0]",-11684.751625861229,"[[0.004049399916894939, -0.011322309878518164, 0.7197575039915646], [-0.004049399916894939, 0.011322309878518164, -0.7197575039915646]]",train
"[83, 83]","[[-0.014261427409588287, 0.15311365911916436, 1.3984077974717617], [-0.11988792309848213, -0.05951806060073294, -1.258206878837512]]",-2,-11684.5859375,"[[0.08670145163501132, 0.1705305166565762, 2.128351628651139], [-0.08670258292102603, -0.1705284597729131, -2.128351628651139]]","[0, 0]",-11684.594826679138,"[[0.084632206900279, 0.17036910653458923, 2.1285867856673066], [-0.084632206900279, -0.17036910653458923, -2.1285867856673066]]",train
"[83, 83]","[[0.012743269199227506, 0.14013824552294882, 1.5491862131604073], [-0.08983947398356056, -0.030983169348104772, -1.3284069242027172]]",-2,-11684.791015625,"[[-0.010127750629157365, -0.014251900075673958, -0.19330896056281102], [0.010127781482412312, 0.014253597004696025, 0.19330880629653627]]","[0, 0]",-11684.776424976537,"[[-0.006810396849320594, -0.01136063151101855, -0.1910414035370871], [0.006810396849320594, 0.01136063151101855, 0.1910414035370871]]",train
"[83, 83]","[[-0.06599392355490069, -0.07450281031491168, 1.4522906768401693], [0.09954202475885154, -0.029596436097873925, -1.4967074303154135]]",-2,-11684.76953125,"[[0.03899955812109123, 0.011277461179282137, -0.6446761910067739], [-0.039000391158974794, -0.011275743681423438, 0.6446761910067739]]","[0, 0]",-11684.746719823132,"[[0.03616601704595908, 0.009811069510577605, -0.6442921727777325], [-0.03616601704595908, -0.009811069510577605, 0.6442921727777325]]",train
"[83, 83]","[[0.020832750970840964, 0.043021658442864014, 1.611762767621431], [0.01012806827136599, 0.003970206142100293, -1.4291148499889363]]",-2,-11684.7060546875,"[[-0.005062808820399358, -0.016146331067074762, -1.077973132827277], [0.005061475959785661, 0.016145251203151627, 1.077973132827277]]","[0, 0]",-11684.6707553285,"[[-0.003778885288128669, -0.013785645284624112, -1.073467380098167], [0.003778885288128669, 0.013785645284624112, 1.073467380098167]]",train
"[83, 83]","[[-0.04426018552193151, 0.002044267201216352, 1.56227198540802], [0.014928168250824853, -0.16773004957011955, -1.4227264162774218]]",-2,-11684.7470703125,"[[0.0181633934624704, -0.051113178504893116, -0.8417652409435633], [-0.018163773985948074, 0.051114237799979624, 0.8417652409435633]]","[0, 0]",-11684.71954942996,"[[0.016664831800127733, -0.04780096509928934, -0.840443991375796], [-0.016664831800127733, 0.04780096509928934, 0.840443991375796]]",train
"[83, 83]","[[0.043225906506754855, -0.09884864456811598, 1.4208859045181725], [0.07529514669823366, -0.04904306358424587, -1.367305729050193]]",-2,-11684.7607421875,"[[-0.006026715412805013, -0.009020453020165995, 0.6257338351322457], [0.006025424718306409, 0.00902050958446673, -0.6257333209113299]]","[0, 0]",-11684.75731321243,"[[-0.00729256130072499, -0.011325814090837273, 0.6340361756175502], [0.00729256130072499, 0.011325814090837273, -0.6340361756175502]]",train
"[83, 83]","[[-0.06163058713201173, -0.04847732073312285, 1.4560932053085223], [-0.17376870265149585, -0.0789454775314465, -1.4492562106463938]]",-2,-11684.787109375,"[[-0.01846084969341156, -0.005301154842850879, -0.3585978691585835], [0.018460623436208617, 0.005302640941297477, 0.3585977663144003]]","[0, 0]",-11684.770067665257,"[[-0.01369473392615738, -0.0037208873953387166, -0.3548123403866735], [0.01369473392615738, 0.0037208873953387166, 0.3548123403866735]]",train
"[83, 83]","[[-0.034355500359947125, -0.1872261060785111, 1.3487034527874666], [0.043680149309773764, -0.033283969859646496, -1.3898940656611636]]",-2,-11684.716796875,"[[-0.03193004897097009, -0.06097713894646532, 1.1130034042728476], [0.03192905138239348, 0.060977241790648486, -1.1130034042728476]]","[0, 0]",-11684.718306460212,"[[-0.031837127762525376, -0.06280559564224113, 1.1172980484432973], [0.031837127762525376, 0.06280559564224113, -1.1172980484432973]]",train
"[83, 83]","[[0.16273175530705172, -0.11085941141198792, 1.4048351461221362], [-0.1692393085517908, 0.04806755680209246, -1.54314050085667]]",-2,-11684.759765625,"[[-0.07927013664854851, 0.04126311231246523, -0.7339999636238885], [0.07926915962880852, -0.04126167763611021, 0.7339999636238885]]","[0, 0]",-11684.735020317396,"[[-0.08266691519984753, 0.03957574510141238, -0.7341002856912745], [0.08266691519984753, -0.03957574510141238, 0.7341002856912745]]",train
"[83, 83]","[[-0.020091559107753655, 0.001999705976193628, 1.5019867223410601], [-0.02379789653243097, -0.14372791038602162, -1.6693526100110403]]",-2,-11684.5498046875,"[[-0.0025461262979079562, -0.07272780678128336, -1.4978998166166266], [0.002545178588760177, 0.07272636696271918, 1.497899302395711]]","[0, 0]",-11684.49690074913,"[[-0.0017380619941518556, -0.06833798504451064, -1.4871782389321977], [0.0017380619941518556, 0.06833798504451064, 1.4871782389321977]]",train
"[83, 83]","[[-0.0734407436191342, -0.030591177898572644, 1.3860960907582347], [-0.06602593538698222, -0.16152923337189312, -1.2665162449128549]]",-2,-11684.5595703125,"[[-0.006539738193849627, 0.11205172002942013, 2.3098633843862544], [0.006538154393429029, -0.11204940603529912, -2.3098633843862544]]","[0, 0]",-11684.569595872848,"[[-0.006448550145093206, 0.11387490953028272, 2.3069381063552243], [0.006448550145093206, -0.11387490953028272, -2.3069381063552243]]",train
"[83, 83]","[[0.08741587418968685, 0.036377879890851145, 1.3463980673545317], [-0.18188367548074266, -0.2173538602882283, -1.4755801210765285]]",-2,-11684.7890625,"[[0.010904414473721554, 0.010094855917175023, 0.09802737299339642], [-0.01090628109564583, -0.010094742788573552, -0.09802701303875537]]","[0, 0]",-11684.778132930858,"[[0.01029686195019916, 0.009701615558604347, 0.10790036547891936], [-0.01029686195019916, -0.009701615558604347, -0.10790036547891936]]",train
"[83, 83]","[[-0.008063880750342539, -0.08636363087632588, 1.5475115272291886], [-0.117216031310523, -0.05417394075170573, -1.400284253887026]]",-2,-11684.771484375,"[[-0.02819474823875595, 0.008172297041681138, -0.6237134611541524], [0.02819384320994418, -0.008170630965914017, 0.6237139753750683]]","[0, 0]",-11684.749248906455,"[[-0.023021919154823912, 0.006789316013148589, -0.6217368673865211], [0.023021919154823912, -0.006789316013148589, 0.6217368673865211]]",train
"[83, 83]","[[0.15718634851743984, 0.13540864413196155, 1.624642522150686], [-0.14023280457952278, -0.0911035394411016, -1.4743407134711386]]",-2,-11684.6181640625,"[[-0.12713567068449677, -0.10072322756645614, -1.3402530535827861], [0.12713433371011573, 0.10072153063743407, 1.3402530535827861]]","[0, 0]",-11684.572681695445,"[[-0.1288773242709422, -0.09815199804616405, -1.342847840190176], [0.1288773242709422, 0.09815199804616405, 1.342847840190176]]",train
"[83, 83]","[[0.09279913780449225, -0.03195378629178456, 1.3139472499277858], [0.0740453322800833, -0.11588854376382723, -1.394541990077126]]",-2,-11684.6689453125,"[[0.009798268719581527, 0.045332080712509645, 1.5390966252842115], [-0.009799353725713819, -0.04533170018903197, -1.5390966252842115]]","[0, 0]",-11684.672976556803,"[[0.01066508738037267, 0.04773279330025126, 1.5402886830544715], [-0.01066508738037267, -0.04773279330025126, -1.5402886830544715]]",train
"[83, 83]","[[-0.04988426459477705, -0.08220288722286473, 1.4331863441449395], [0.018273867422836255, 0.11648358585410515, -1.5266276312809994]]",-2,-11684.76171875,"[[0.017905665939482274, 0.05000127861870553, -0.7175397521098227], [-0.01790665324364057, -0.0499996742494483, 0.7175397521098227]]","[0, 0]",-11684.73765135761,"[[0.016541416742428115, 0.048219569036899015, -0.7183224510162823], [-0.016541416742428115, -0.048219569036899015, 0.7183224510162823]]",train
"[83, 83]","[[-0.13017929848191015, -0.15298094748032098, 1.3329014253573614], [-0.09592370453357037, -0.017263969332005576, -1.534449248023875]]",-2,-11684.791015625,"[[0.001722879180583404, 0.007798844101597091, -0.0930991825807596], [-0.0017243709354600768, -0.007797666535699958, 0.09309913115866801]]","[0, 0]",-11684.77835235644,"[[0.0010541379894696346, 0.004176381314477054, -0.08823619518904853], [-0.0010541379894696346, -0.004176381314477054, 0.08823619518904853]]",train
"[83, 83]","[[-0.11249272577659644, 0.10174737768150353, 1.4661793620963124], [-0.04519474189500692, -0.023858122446899634, -1.3856930787879178]]",-2,-11684.7900390625,"[[0.0009974337961144045, -0.0027335536510581858, 0.02727146458447587], [-0.0009987121493110296, 0.002735097856468268, -0.02727172169493376]]","[0, 0]",-11684.778788259377,"[[-0.0007662039498291535, 0.0014300492342828807, 0.032469262860223384], [0.0007662039498291535, -0.0014300492342828807, -0.032469262860223384]]",train
"[83, 83]","[[0.028461861635699755, -0.013161096156533728, 1.5481661710325283], [-0.005875491016981201, -0.06256017350258224, -1.4648414893971284]]",-2,-11684.7294921875,"[[-0.013909511221112081, -0.01840209995378388, -0.9578814659354788], [0.013908991857987144, 0.018402017678437355, 0.9578814659354788]]","[0, 0]",-11684.698700364894,"[[-0.010866425216373092, -0.01563287027885521, -0.9534987379366834], [0.010866425216373092, 0.01563287027885521, 0.9534987379366834]]",train
"[83, 83]","[[-0.011278701702238703, 0.016486080986503605, 1.3912384427086955], [-0.06593646112847697, 0.014684814802543184, -1.4969228525475682]]",-2,-11684.791015625,"[[-0.007653813234510956, -0.0005475732843757638, -0.2281867140847616], [0.007653478990915701, 0.000549104120042036, 0.22818661124057846]]","[0, 0]",-11684.775561206898,"[[-0.00419955510081179, -0.00013839785366575883, -0.22190797110571184], [0.00419955510081179, 0.00013839785366575883, 0.22190797110571184]]",train
"[83, 83]","[[0.17576382049032357, 0.13808525001617555, 1.3505080482176377], [-0.05051555776905266, 0.12374416994055074, -1.428994731523691]]",-2,-11684.7607421875,"[[0.04998757977350919, 0.0031157529746987074, 0.6280313741839435], [-0.049988788192661275, -0.0031156866402005717, -0.6280313741839435]]","[0, 0]",-11684.757258838312,"[[0.05152754515612415, 0.0032657003783053765, 0.6329386093262317], [-0.05152754515612415, -0.0032657003783053765, -0.6329386093262317]]",train
"[83, 83]","[[-0.12113028944688056, 0.0184918723396589, 1.4385514750814998], [0.016661731142604462, 0.0011030216225035407, -1.5083237042914113]]",-2,-11684.771484375,"[[0.032734213350110106, -0.0045890210952286336, -0.6236985487475949], [-0.03273495382822883, 0.0045907663610167855, 0.6236985487475949]]","[0, 0]",-11684.749152661394,"[[0.02910323197303346, -0.003672721787523016, -0.6224133413093231], [-0.02910323197303346, 0.003672721787523016, 0.6224133413093231]]",train
"[83, 83]","[[0.2009221970525509, -0.02335009617985352, 1.3373796616973985], [-0.08809017103857743, 0.18203757388086445, -1.3485827636471814]]",-2,-11684.6689453125,"[[0.16587033818524308, -0.11911588128201717, 1.5298226510681485], [-0.16587131520498305, 0.11911572701574243, -1.5298221368472327]]","[0, 0]",-11684.672063046448,"[[0.16521718735427862, -0.11741218339133787, 1.535460783860932], [-0.16521718735427862, 0.11741218339133787, -1.535460783860932]]",train
"[83, 83]","[[-0.09402775467887453, 0.03484387458059996, 1.337212678746071], [0.08582745678809434, -0.09384354504168003, -1.4598500829235075]]",-2,-11684.7724609375,"[[-0.029205552292901508, 0.020337210961831914, 0.4602462829967081], [0.029203336000754504, -0.020339072441547035, -0.46024623157461647]]","[0, 0]",-11684.76665436552,"[[-0.030011798267624384, 0.021473611166359183, 0.4667358963936863], [0.030011798267624384, -0.021473611166359183, -0.4667358963936863]]",train
"[83, 83]","[[0.2025007060445454, -0.05949948039088167, 1.5698740046624269], [0.09826436592064099, 0.1537738042668278, -1.3573209718216006]]",-2,-11684.7763671875,"[[-0.022504749823811777, 0.040066602516795474, -0.5414149746884019], [0.022504086478830423, -0.04006403141221658, 0.5414154889093177]]","[0, 0]",-11684.75693697509,"[[-0.019279402174294618, 0.039446717172352534, -0.5414097341400071], [0.019279402174294618, -0.039446717172352534, 0.5414097341400071]]",train
"[83, 83]","[[-0.013408473779167053, 0.03416789467213334, 1.3993299088380562], [0.1877685502348496, 0.0770331307188177, -1.4495521273734036]]",-2,-11684.7900390625,"[[-0.0005035117509863777, 0.000469928445775716, 0.0218389160132253], [0.0005020743492605024, -0.0004685715196231601, -0.021839070279500033]]","[0, 0]",-11684.778813429632,"[[-0.0017965196226450656, -0.000382788432548916, 0.02544064117529806], [0.0017965196226450656, 0.000382788432548916, -0.02544064117529806]]",train
"[83, 83]","[[-0.010729443025362046, 0.021069515816990302, 1.4000809229486995], [-0.09998535170661754, -0.12375521585757719, -1.4742094906315402]]",-2,-11684.791015625,"[[-0.007958694815475958, -0.011386404022498945, -0.15621712604379348], [0.007958149741305232, 0.011388142089194274, 0.15621712604379348]]","[0, 0]",-11684.777318049017,"[[-0.004747325081860355, -0.007702908315096874, -0.15287717277820795], [0.004747325081860355, 0.007702908315096874, 0.15287717277820795]]",train
"[83, 83]","[[0.11031364701284008, -0.04510959488635464, 1.1933028368744933], [0.03276178834131979, 0.1065018853501393, -1.5904067337596928]]",-2,-11684.7607421875,"[[0.01584342923663551, -0.03169583162825135, 0.6254607838259674], [-0.015844653082415065, 0.0316957287840682, -0.6254607838259674]]","[0, 0]",-11684.757372029377,"[[0.01760879575223638, -0.034424649968564175, 0.6320644547084727], [-0.01760879575223638, 0.034424649968564175, -0.6320644547084727]]",train
"[83, 83]","[[-0.16322394413532648, -0.13289685296596018, 1.567226654927439], [0.16503186059040184, -0.07657952134829644, -1.3114411925883798]]",-2,-11684.7890625,"[[0.029357818248272646, 0.006057337268339615, -0.2886487579398917], [-0.02935816791849537, -0.0060558151744289105, 0.28864880936198334]]","[0, 0]",-11684.773218649472,"[[0.03256082890804546, 0.005586310959200172, -0.2855450228652345], [-0.03256082890804546, -0.005586310959200172, 0.2855450228652345]]",train
"[83, 83]","[[-0.01719896230363356, -0.15144105457376697, 1.423480053070707], [0.13120709479191378, 0.06537790887922584, -1.4979967563333458]]",-2,-11684.7783203125,"[[0.028086350469709868, 0.038659113021590995, -0.5187995388124689], [-0.028086885259462277, -0.03865654705922126, 0.5188000530333846]]","[0, 0]",-11684.758819446366,"[[0.026377747108756105, 0.03853748221788227, -0.5192643613794109], [-0.026377747108756105, -0.03853748221788227, 0.5192643613794109]]",train
"[83, 83]","[[0.12864807202879058, -0.11693696803927055, 1.398763424768787], [0.019309605287496333, -0.05471469439160982, -1.404849516787979]]",-2,-11684.7724609375,"[[0.013834527527173278, -0.008145588407315609, 0.4551093188922652], [-0.013836399291306712, 0.00814321784889387, -0.45510916462599044]]","[0, 0]",-11684.766953031556,"[[0.01800307959976099, -0.010245182493800964, 0.4616277185703752], [-0.01800307959976099, 0.010245182493800964, -0.4616277185703752]]",train
"[83, 83]","[[0.018896711813564518, -0.15949587105276372, 1.3177424124158332], [-0.1511135047143426, -0.1966097844715694, -1.5528662701757912]]",-2,-11684.791015625,"[[-0.01111459198862765, -0.003157891321863082, -0.1305832648143329], [0.01111375895074409, 0.003159495176899395, 0.13058331623642447]]","[0, 0]",-11684.777800806442,"[[-0.007524980448434778, -0.0016427334694651718, -0.12705868301781292], [0.007524980448434778, 0.0016427334694651718, 0.12705868301781292]]",train
"[83, 83]","[[-0.021871148166539615, 0.13088270240113656, 1.3968569756932059], [0.12418104849048271, 0.04954900526992483, -1.3010625945722358]]",-2,-11684.6572265625,"[[-0.08723798973853449, 0.04893329834093457, 1.6265470911051456], [0.0872370127187945, -0.048932948670711844, -1.6265470911051456]]","[0, 0]",-11684.66225806738,"[[-0.08808064048902103, 0.04905043745066283, 1.627051760781708], [0.08808064048902103, -0.04905043745066283, -1.627051760781708]]",train
"[83, 83]","[[0.038169602791059305, -0.07861786715868052, 1.4491903818235063], [-0.1219370255935985, 0.09208710046296478, -1.3533855894505988]]",-2,-11684.7763671875,"[[0.02194558599999437, -0.02406503492193064, 0.3982757206630505], [-0.021947113236114233, 0.024062618083626478, -0.3982757206630505]]","[0, 0]",-11684.769514069148,"[[0.02315143562692463, -0.024683956616673598, 0.4052527858661452], [-0.02315143562692463, 0.024683956616673598, -0.4052527858661452]]",train
